frequency_hz,vout_real_v,vout_imag_v
944.0608763,-1141.806651,-32.98891633
954.992586,-1141.821429,-32.60827543
966.050879,-1141.835871,-32.23194533
977.237221,-1141.849984,-31.85987655
988.5530947,-1141.863776,-31.49202012
1000,-1141.877254,-31.12832767
1011.579454,-1141.890426,-30.76875132
1023.292992,-1141.903298,-30.41324375
1035.142167,-1141.915877,-30.06175817
1047.128548,-1141.928169,-29.7142483
1059.253725,-1141.940182,-29.37066838
1071.519305,-1141.951922,-29.03097316
1083.926914,-1141.963395,-28.6951179
1096.478196,-1141.974606,-28.36305837
1109.174815,-1141.985563,-28.0347508
1122.018454,-1141.99627,-27.71015193
1135.010816,-1142.006733,-27.38921899
1148.153621,-1142.016959,-27.07190968
1161.448614,-1142.026951,-26.75818217
1174.897555,-1142.036717,-26.44799509
1188.502227,-1142.04626,-26.14130755
1202.264435,-1142.055586,-25.8380791
1216.186001,-1142.064699,-25.53826975
1230.268771,-1142.073606,-25.24183996
1244.514612,-1142.082309,-24.94875061
1258.925412,-1142.090815,-24.65896305
1273.503081,-1142.099126,-24.37243904
1288.249552,-1142.107249,-24.08914076
1303.166778,-1142.115187,-23.80903083
1318.256739,-1142.122944,-23.53207228
1333.521432,-1142.130525,-23.25822855
1348.962883,-1142.137933,-22.98746348
1364.583137,-1142.145173,-22.71974134
1380.384265,-1142.152247,-22.45502677
1396.368361,-1142.159161,-22.19328482
1412.537545,-1142.165917,-21.93448092
1428.893959,-1142.17252,-21.67858089
1445.439771,-1142.178972,-21.42555093
1462.177174,-1142.185278,-21.17535762
1479.108388,-1142.19144,-20.92796791
1496.235656,-1142.197461,-20.68334911
1513.561248,-1142.203346,-20.4414689
1531.087462,-1142.209096,-20.20229532
1548.816619,-1142.214716,-19.96579677
1566.75107,-1142.220208,-19.731942
1584.893192,-1142.225574,-19.50070009
1603.245391,-1142.230819,-19.27204049
1621.810097,-1142.235944,-19.04593297
1640.589773,-1142.240953,-18.82234764
1659.586907,-1142.245847,-18.60125494
1678.804018,-1142.25063,-18.38262565
1698.243652,-1142.255304,-18.16643086
1717.908387,-1142.259872,-17.95264199
1737.800829,-1142.264336,-17.74123075
1757.923614,-1142.268698,-17.53216921
1778.27941,-1142.27296,-17.32542972
1798.870915,-1142.277126,-17.12098492
1819.700859,-1142.281197,-16.91880779
1840.772001,-1142.285175,-16.71887158
1862.087137,-1142.289063,-16.52114985
1883.649089,-1142.292862,-16.32561644
1905.460718,-1142.296574,-16.13224549
1927.524913,-1142.300202,-15.94101142
1949.8446,-1142.303747,-15.75188892
1972.422736,-1142.307212,-15.56485298
1995.262315,-1142.310598,-15.37987886
2018.366364,-1142.313906,-15.19694207
2041.737945,-1142.317139,-15.01601841
2065.380156,-1142.320299,-14.83708394
2089.296131,-1142.323386,-14.66011498
2113.48904,-1142.326404,-14.48508812
2137.96209,-1142.329352,-14.31198019
2162.718524,-1142.332233,-14.14076829
2187.761624,-1142.335049,-13.97142974
2213.09471,-1142.337801,-13.80394215
